Forma	Frecuencia	Frec. norm.
Volvió	4175	8.47
Ael	4172	8.46
medicinas	4172	8.46
urgencias	4171	8.46
consiguieron	4171	8.46
contaminantes	4171	8.46
delegados	4170	8.46
DVD	4169	8.46
introdujo	4169	8.46
ahorrar	4167	8.45
correos	4167	8.45
fomento	4166	8.45
pulmón	4165	8.45
CO2	4165	8.45
coherencia	4165	8.45
encerrado	4164	8.45
palos	4164	8.45
Independiente	4162	8.44
Caja	4161	8.44
delicada	4161	8.44
eternidad	4160	8.44
inserción	4160	8.44
1971	4158	8.44
asiático	4158	8.44
cabecera	4157	8.43
llevarlo	4157	8.43
sirva	4156	8.43
mantuvieron	4156	8.43
dorado	4155	8.43
olores	4155	8.43
Marc	4154	8.43
queriendo	4152	8.42
administrar	4151	8.42
avanzó	4151	8.42
batallas	4151	8.42
buscaban	4151	8.42
consistencia	4151	8.42
dependencias	4151	8.42
cafetería	4150	8.42
divisas	4150	8.42
Journal	4150	8.42
bote	4149	8.42
robado	4148	8.42
confesión	4147	8.41
ponerme	4146	8.41
Rojas	4146	8.41
cuadra	4145	8.41
espaciales	4145	8.41
llevara	4145	8.41
controlado	4144	8.41
Farc	4143	8.41
legislativo	4143	8.41
tropicales	4141	8.4
vendedor	4140	8.4
dobles	4140	8.4
jamón	4140	8.4
n	4140	8.4
rebeldes	4139	8.4
Estaban	4139	8.4
negado	4139	8.4
rasgo	4138	8.4
anotar	4138	8.4
usados	4137	8.39
ÉL	4137	8.39
estricto	4137	8.39
3%	4135	8.39
World	4135	8.39
marchó	4135	8.39
pesa	4133	8.39
continuaba	4133	8.39
agujeros	4132	8.38
concluido	4132	8.38
durar	4132	8.38
http	4132	8.38
árabes	4131	8.38
cantantes	4131	8.38
Monterrey	4131	8.38
circuitos	4130	8.38
fantástico	4130	8.38
guste	4130	8.38
cardiovasculares	4129	8.38
portátil	4128	8.38
nucleares	4128	8.38
golf	4127	8.37
350	4126	8.37
voluntaria	4126	8.37
nacionalista	4126	8.37
cervezas	4125	8.37
rechazar	4124	8.37
luchando	4124	8.37
revelar	4123	8.36
accesible	4123	8.36
descubrieron	4123	8.36
organizó	4122	8.36
producidos	4121	8.36
produzca	4121	8.36
reclamos	4121	8.36
dados	4121	8.36
asegurarse	4120	8.36
carcajada	4120	8.36
visibilidad	4119	8.36
ganan	4118	8.35
acelerar	4117	8.35
aéreo	4117	8.35
extrañas	4117	8.35
prestado	4116	8.35
administrativos	4116	8.35
deficiencias	4115	8.35
saltó	4114	8.35
ELLA	4114	8.35
secciones	4112	8.34
tregua	4112	8.34
Web	4112	8.34
certificado	4112	8.34
gastar	4112	8.34
inquietudes	4112	8.34
reportó	4111	8.34
convocar	4111	8.34
Covid	4110	8.34
permisos	4109	8.34
inestabilidad	4109	8.34
fuiste	4108	8.33
atenta	4107	8.33
localización	4107	8.33
pintores	4106	8.33
funcionando	4105	8.33
tíos	4104	8.33
chiste	4104	8.33
esencialmente	4103	8.32
laguna	4102	8.32
parroquia	4102	8.32
bodega	4101	8.32
Helena	4099	8.32
invertido	4098	8.31
puntualizó	4097	8.31
trasera	4097	8.31
insultos	4097	8.31
atendiendo	4096	8.31
latina	4096	8.31
Finanzas	4095	8.31
sugirió	4094	8.31
Cortes	4093	8.3
dimos	4093	8.3
refugiados	4092	8.3
hacernos	4092	8.3
mantenga	4092	8.3
degradación	4090	8.3
74	4089	8.3
Prensa	4088	8.29
gritando	4087	8.29
abrirse	4086	8.29
contienda	4086	8.29
Imperio	4086	8.29
llevada	4086	8.29
persigue	4084	8.29
prefirió	4084	8.29
acusa	4084	8.29
catalanes	4084	8.29
desastres	4084	8.29
hembras	4084	8.29
vinculada	4083	8.28
esplendor	4083	8.28
formatos	4083	8.28
imagina	4083	8.28
servidores	4082	8.28
historiadores	4082	8.28
márgenes	4082	8.28
vendrá	4081	8.28
Cádiz	4080	8.28
Estatuto	4080	8.28
inversionistas	4080	8.28
canadiense	4079	8.28
bordes	4078	8.27
compradores	4077	8.27
Donde	4077	8.27
permanecía	4075	8.27
proyecta	4075	8.27
carpeta	4075	8.27
inflamación	4075	8.27
reputación	4074	8.27
acabaron	4073	8.26
transacciones	4073	8.26
pesados	4072	8.26
Siria	4071	8.26
Preparación	4070	8.26
redonda	4070	8.26
Viejo	4070	8.26
desprende	4068	8.25
FARC	4068	8.25
holandés	4066	8.25
genoma	4064	8.25
1967	4063	8.24
premisa	4062	8.24
suspendido	4062	8.24
VI	4062	8.24
minoría	4061	8.24
acostumbrados	4060	8.24
salones	4060	8.24
salvó	4060	8.24
casual	4060	8.24
equipamiento	4060	8.24
kilo	4060	8.24
recomendó	4059	8.23
agrupaciones	4059	8.23
nacionalistas	4059	8.23
analista	4058	8.23
combinado	4058	8.23
Ustedes	4057	8.23
comuna	4057	8.23
criaturas	4057	8.23
culpables	4057	8.23
licencias	4057	8.23
obtuvieron	4057	8.23
hubiesen	4056	8.23
adquirió	4055	8.23
inconvenientes	4055	8.23
jurisdicción	4055	8.23
sostenía	4054	8.22
compasión	4054	8.22
vereda	4053	8.22
99	4052	8.22
simbólica	4052	8.22
entendemos	4052	8.22
párpados	4052	8.22
articular	4050	8.22
resalta	4049	8.21
realizarán	4048	8.21
reducida	4048	8.21
Nacho	4047	8.21
creído	4046	8.21
doloroso	4046	8.21
experta	4045	8.21
fidelidad	4045	8.21
gestación	4044	8.2
adicción	4043	8.2
asciende	4043	8.2
mármol	4043	8.2
Moreno	4043	8.2
PAN	4043	8.2
racha	4040	8.2
Anselmo	4038	8.19
artesanal	4038	8.19
dedicadas	4038	8.19
enfermeras	4038	8.19
Fox	4038	8.19
delgada	4037	8.19
molesto	4037	8.19
precisar	4036	8.19
fatiga	4036	8.19
Biblia	4034	8.18
competitivo	4034	8.18
validez	4033	8.18
comprobado	4033	8.18
estuvimos	4033	8.18
vendió	4032	8.18
sacaron	4031	8.18
Bill	4031	8.18
centenares	4031	8.18
fijamente	4030	8.18
>	4029	8.17
seriamente	4029	8.17
anunciaron	4029	8.17
mágica	4029	8.17
revolucionaria	4028	8.17
paradoja	4028	8.17
poseer	4027	8.17
rayo	4027	8.17
abrazó	4027	8.17
convento	4027	8.17
ético	4027	8.17
liberar	4027	8.17
ofrecerá	4027	8.17
vs	4026	8.17
entiendes	4026	8.17
Hitler	4026	8.17
retirarse	4024	8.16
amado	4023	8.16
micro	4023	8.16
Navarra	4023	8.16
transformó	4022	8.16
audio	4021	8.16
caracterizado	4021	8.16
alimentar	4020	8.16
constituir	4020	8.16
demonio	4020	8.16
fármaco	4019	8.15
verdades	4016	8.15
debieron	4014	8.14
Contra	4013	8.14
disponía	4010	8.14
Empresa	4009	8.13
estratégicos	4007	8.13
fábricas	4007	8.13
inauguró	4007	8.13
insulina	4007	8.13
analizado	4006	8.13
reservado	4004	8.12
importe	4004	8.12
bestia	4003	8.12
diseñador	4002	8.12
aplicada	4001	8.12
cubiertas	4001	8.12
melancolía	4001	8.12
Pensó	3999	8.11
colmo	3999	8.11
ideológico	3999	8.11
Informe	3999	8.11
sacerdotes	3996	8.11
limitó	3996	8.11
encendido	3995	8.11
puestas	3994	8.1
globo	3994	8.1
saliera	3993	8.1
intervino	3992	8.1
retórica	3991	8.1
conveniencia	3991	8.1
do	3991	8.1
ala	3990	8.09
apropiación	3990	8.09
efectuar	3989	8.09
ratas	3986	8.09
africanos	3986	8.09
ingenio	3986	8.09
mexicanas	3986	8.09
130	3985	8.08
protegida	3985	8.08
provisional	3985	8.08
bastantes	3985	8.08
favorita	3985	8.08
novelista	3985	8.08
romántica	3984	8.08
Ruiz	3984	8.08
aportaciones	3984	8.08
marcharse	3983	8.08
impotencia	3982	8.08
leyendas	3982	8.08
teóricos	3981	8.08
ron	3980	8.07
curiosa	3980	8.07
mono	3980	8.07
cargas	3979	8.07
realice	3977	8.07
Hacer	3976	8.07
Mendoza	3976	8.07
sargento	3975	8.06
superioridad	3974	8.06
hallar	3972	8.06
molestia	3972	8.06
potencias	3970	8.05
recupera	3970	8.05
71	3970	8.05
Alba	3970	8.05
ponían	3968	8.05
huele	3968	8.05
automático	3967	8.05
caracterizan	3967	8.05
registran	3966	8.05
Juventud	3966	8.05
mostrador	3965	8.04
carecen	3964	8.04
MADRID	3964	8.04
superan	3963	8.04
utilizaron	3963	8.04
inmueble	3963	8.04
intermedio	3963	8.04
Rafa	3962	8.04
Español	3961	8.04
77	3960	8.03
Salamanca	3960	8.03
tope	3960	8.03
víspera	3960	8.03
filo	3960	8.03
tango	3959	8.03
Comunista	3959	8.03
diecisiete	3959	8.03
lamentó	3958	8.03
convirtiéndose	3957	8.03
cobro	3956	8.03
rebotes	3955	8.02
temáticas	3955	8.02
matemática	3955	8.02
terribles	3954	8.02
torres	3954	8.02
cardiovascular	3954	8.02
desesperado	3953	8.02
sendero	3952	8.02
acudieron	3951	8.02
certificación	3951	8.02
Colo	3950	8.01
queríamos	3949	8.01
plásticos	3948	8.01
apoyada	3948	8.01
Estudio	3948	8.01
traen	3947	8.01
Ciudadanos	3947	8.01
maletas	3947	8.01
dirigirse	3946	8.01
caídas	3945	8.0
guerrilleros	3945	8.0
novios	3945	8.0
orgánicos	3945	8.0
dadas	3944	8.0
Acá	3943	8.0
veinticuatro	3943	8.0
pintado	3942	8.0
unen	3942	8.0
dejaría	3942	8.0
entierro	3941	8.0
primordial	3939	7.99
quiebra	3939	7.99
casó	3938	7.99
Vivienda	3936	7.99
Recordó	3935	7.98
quema	3934	7.98
amplias	3934	7.98
eleva	3934	7.98
misterioso	3934	7.98
santos	3933	7.98
severa	3933	7.98
Oaxaca	3933	7.98
rápidos	3931	7.98
galerías	3928	7.97
superficial	3927	7.97
trazado	3927	7.97
partidas	3927	7.97
hito	3926	7.96
ES	3925	7.96
llenó	3924	7.96
Florencia	3923	7.96
defensas	3922	7.96
damas	3921	7.95
formaciones	3921	7.95
innovaciones	3921	7.95
alojamiento	3920	7.95
bajaba	3920	7.95
Cerca	3920	7.95
demócrata	3920	7.95
queden	3919	7.95
coco	3918	7.95
colchón	3918	7.95
entornos	3917	7.95
Mire	3917	7.95
urbanización	3916	7.94
continental	3916	7.94
disimular	3916	7.94
queridos	3915	7.94
camarero	3915	7.94
escribí	3915	7.94
creaciones	3914	7.94
encuentren	3914	7.94
proximidad	3913	7.94
encendió	3912	7.94
Americana	3911	7.93
acercan	3910	7.93
aluminio	3910	7.93
desenlace	3910	7.93
sacando	3908	7.93
emperador	3908	7.93
significados	3907	7.93
regímenes	3906	7.92
muchachas	3906	7.92
recorte	3904	7.92
relleno	3904	7.92
teórica	3904	7.92
Diez	3904	7.92
oí	3904	7.92
Anna	3903	7.92
viajero	3902	7.92
Campeones	3901	7.91
clasificar	3901	7.91
Luisa	3901	7.91
salvajes	3899	7.91
serias	3899	7.91
exigente	3899	7.91
cabina	3898	7.91
hembra	3898	7.91
rebelión	3897	7.91
partidarios	3897	7.91
Análisis	3896	7.9
Bárbara	3896	7.9
dorada	3896	7.9
pianista	3895	7.9
católicos	3895	7.9
compensación	3894	7.9
rubio	3893	7.9
ay	3893	7.9
octavo	3892	7.9
botones	3891	7.89
Deporte	3891	7.89
Piensa	3890	7.89
desnudos	3890	7.89
diseñadores	3890	7.89
haberme	3890	7.89
ligado	3890	7.89
entré	3889	7.89
Formación	3889	7.89
aprovecha	3888	7.89
bolas	3888	7.89
escucho	3888	7.89
Oeste	3888	7.89
subía	3887	7.89
decepción	3887	7.89
plástica	3886	7.88
Observatorio	3886	7.88
superficies	3885	7.88
tendrás	3885	7.88
constatar	3885	7.88
lavar	3885	7.88
ajenas	3884	7.88
dedicar	3884	7.88
inspección	3884	7.88
surgir	3882	7.88
levemente	3881	7.87
pagando	3881	7.87
síntoma	3879	7.87
saque	3878	7.87
Serie	3877	7.87
reposo	3876	7.86
98	3876	7.86
asumido	3876	7.86
aseveró	3875	7.86
confirmación	3875	7.86
disfruta	3875	7.86
inconveniente	3875	7.86
manzanas	3875	7.86
influye	3873	7.86
lentitud	3873	7.86
lloraba	3873	7.86
travesía	3872	7.86
Vas	3872	7.86
leña	3872	7.86
muslos	3872	7.86
grabaciones	3871	7.85
tablero	3870	7.85
Cuerpo	3870	7.85
ganaba	3870	7.85
Armada	3869	7.85
nudo	3869	7.85
acuden	3868	7.85
verdaderas	3868	7.85
indignación	3867	7.85
140	3866	7.84
automática	3865	7.84
encender	3865	7.84
enfermería	3864	7.84
administrador	3862	7.84
sumaron	3862	7.84
competidores	3862	7.84
envía	3862	7.84
ganancia	3862	7.84
oriente	3862	7.84
Ávila	3861	7.83
comprendió	3860	7.83
plenitud	3859	7.83
descubrimientos	3859	7.83
hablé	3859	7.83
limitación	3858	7.83
casada	3857	7.82
elige	3855	7.82
flexible	3854	7.82
protector	3853	7.82
aislado	3853	7.82
sospechosos	3853	7.82
vértigo	3853	7.82
contención	3852	7.81
pronunció	3850	7.81
totales	3850	7.81
Simplemente	3849	7.81
Digital	3849	7.81
invento	3849	7.81
abundantes	3848	7.81
cuidadosamente	3848	7.81
prudencia	3846	7.8
comen	3846	7.8
convocó	3846	7.8
calificado	3845	7.8
prudente	3844	7.8
Viena	3844	7.8
alcanzaba	3843	7.8
Aznar	3843	7.8
tomas	3843	7.8
Quijote	3842	7.79
Adicionalmente	3842	7.79
contentos	3841	7.79
demasiados	3840	7.79
lamentable	3840	7.79
agudo	3839	7.79
suaves	3838	7.79
exactitud	3838	7.79
mencionada	3838	7.79
Oficial	3837	7.78
interpretado	3836	7.78
acierto	3835	7.78
inesperada	3835	7.78
santa	3834	7.78
Capitán	3834	7.78
contenía	3834	7.78
buscamos	3832	7.77
quisieron	3831	7.77
reunido	3831	7.77
administrativas	3831	7.77
aliviar	3831	7.77
Suárez	3831	7.77
entrañas	3831	7.77
tremenda	3830	7.77
decidimos	3830	7.77
Habría	3830	7.77
DC	3828	7.77
galletas	3828	7.77
82	3827	7.76
aislados	3827	7.76
estrenó	3827	7.76
llamando	3827	7.76
plantaciones	3826	7.76
Príncipe	3826	7.76
feminista	3826	7.76
literarias	3826	7.76
seguí	3825	7.76
convencida	3825	7.76
imposibles	3825	7.76
piedad	3824	7.76
prenda	3824	7.76
corrección	3823	7.76
Cumbre	3823	7.76
enterado	3823	7.76
Innovación	3823	7.76
paseos	3823	7.76
puntual	3822	7.75
rituales	3822	7.75
soltar	3822	7.75
Sudamérica	3822	7.75
sufriendo	3820	7.75
Chris	3819	7.75
griega	3819	7.75
NBA	3818	7.75
Abierto	3817	7.74
quieto	3816	7.74
magnífico	3815	7.74
ponemos	3814	7.74
desagradable	3814	7.74
monarca	3814	7.74
beca	3813	7.74
superación	3812	7.73
machos	3812	7.73
mecánico	3812	7.73
palestinos	3812	7.73
previsión	3811	7.73
rechaza	3811	7.73
campesino	3810	7.73
estimación	3810	7.73
asistieron	3809	7.73
convierta	3809	7.73
escasas	3809	7.73
mineral	3809	7.73
conjuntamente	3808	7.73
pertenecer	3807	7.72
fallecidos	3806	7.72
comprendido	3805	7.72
Global	3804	7.72
quehacer	3803	7.72
gallina	3803	7.72
prosa	3802	7.71
pudiese	3802	7.71
escape	3802	7.71
Gutiérrez	3802	7.71
potencialmente	3801	7.71
provecho	3801	7.71
Álvarez	3801	7.71
1959	3800	7.71
vivas	3800	7.71
mínimas	3800	7.71
Jonathan	3799	7.71
Nuestros	3799	7.71
ordena	3797	7.7
donación	3796	7.7
otorgar	3796	7.7
AP	3795	7.7
denunciado	3795	7.7
litro	3795	7.7
recipiente	3794	7.7
producirse	3793	7.69
Televisión	3793	7.69
enfoques	3793	7.69
derrotar	3792	7.69
usó	3791	7.69
estés	3788	7.68
afirmado	3787	7.68
aceptable	3786	7.68
asistió	3786	7.68
bromas	3785	7.68
Yolanda	3785	7.68
divide	3785	7.68
turista	3784	7.68
cerámica	3784	7.68
estemos	3784	7.68
raya	3783	7.67
Buenas	3783	7.67
excesos	3783	7.67
peticiones	3782	7.67
convivir	3782	7.67
maldito	3782	7.67
tendido	3781	7.67
electores	3781	7.67
curar	3780	7.67
núcleos	3780	7.67
preocuparse	3779	7.67
peleas	3777	7.66
Golfo	3777	7.66
huida	3777	7.66
designación	3776	7.66
Encuentro	3776	7.66
enseñado	3776	7.66
mediación	3776	7.66
mejorando	3776	7.66
carcajadas	3774	7.66
Consuelo	3774	7.66
investiga	3774	7.66
ocupada	3773	7.65
prisioneros	3772	7.65
compatriota	3771	7.65
trasladó	3770	7.65
bolivianos	3770	7.65
aficionado	3769	7.65
señalaba	3769	7.65
enteró	3769	7.65
asocia	3768	7.64
temblor	3767	7.64
invención	3767	7.64
repercusión	3766	7.64
atrevió	3766	7.64
Transporte	3766	7.64
cortó	3766	7.64
sufrieron	3765	7.64
cálido	3765	7.64
Di	3765	7.64
mercancía	3765	7.64
agradecer	3764	7.64
rollo	3763	7.63
agresiones	3762	7.63
tranquilos	3762	7.63
dudar	3762	7.63
pre	3761	7.63
raras	3761	7.63
76	3761	7.63
Tito	3761	7.63
Estudiantes	3761	7.63
perjuicio	3760	7.63
Andes	3760	7.63
buscará	3760	7.63
imposición	3760	7.63
relativos	3759	7.63
variados	3759	7.63
consecutivo	3759	7.63
demócratas	3758	7.62
Ningún	3758	7.62
divino	3755	7.62
salvación	3754	7.62
animación	3754	7.62
conversión	3754	7.62
formalmente	3754	7.62
orina	3754	7.62
transcurrido	3752	7.61
transferencias	3751	7.61
Médico	3751	7.61
Fórmula	3749	7.61
olvidó	3749	7.61
Benito	3747	7.6
rendir	3746	7.6
residente	3745	7.6
Siete	3745	7.6
aquél	3745	7.6
voluntario	3745	7.6
aprendiendo	3744	7.6
comparado	3744	7.6
Evo	3744	7.6
renovar	3741	7.59
inventado	3741	7.59
Obviamente	3740	7.59
balanza	3739	7.59
privilegios	3738	7.58
desarrolladas	3738	7.58
dureza	3738	7.58
aplican	3736	7.58
teme	3736	7.58
tomen	3736	7.58
injusto	3735	7.58
rodar	3734	7.58
Seis	3734	7.58
sueldos	3734	7.58
talentos	3734	7.58
extenso	3734	7.58
mercancías	3734	7.58
viable	3733	7.57
gustaban	3733	7.57
Jiménez	3733	7.57
comunicó	3731	7.57
elegida	3731	7.57
encontrados	3731	7.57
faltó	3731	7.57
joder	3731	7.57
músculo	3731	7.57
bahía	3728	7.56
espuma	3728	7.56
galaxias	3728	7.56
recurrente	3727	7.56
capilla	3727	7.56
contaron	3727	7.56
ja	3727	7.56
cubría	3726	7.56
naves	3726	7.56
otorgado	3726	7.56
fracción	3725	7.56
penetración	3724	7.55
Procuraduría	3724	7.55
litoral	3724	7.55
marrón	3724	7.55
precaución	3723	7.55
guardó	3723	7.55
Presupuesto	3722	7.55
cortina	3721	7.55
distritos	3721	7.55
donaciones	3721	7.55
especializadas	3721	7.55
influyen	3719	7.54
burla	3718	7.54
veneno	3718	7.54
incrementado	3718	7.54
Allá	3717	7.54
variar	3717	7.54
gallego	3717	7.54
Emilia	3716	7.54
hormonas	3716	7.54
derivado	3715	7.54
maestría	3715	7.54
filial	3714	7.53
bata	3713	7.53
Explicó	3713	7.53
olímpico	3713	7.53
Veo	3712	7.53
instalada	3711	7.53
incumplimiento	3710	7.53
siniestro	3709	7.52
lucro	3708	7.52
brote	3707	7.52
goleador	3706	7.52
canela	3705	7.52
frescos	3705	7.52
jubilación	3705	7.52
resuelve	3703	7.51
satélites	3703	7.51
Os	3703	7.51
1962	3702	7.51
Datos	3702	7.51
cardenal	3701	7.51
comercios	3701	7.51
contesté	3701	7.51
helicóptero	3701	7.51
ladrones	3699	7.5
reproducir	3698	7.5
recalcó	3697	7.5
jabón	3697	7.5
mantendrá	3697	7.5
Vietnam	3696	7.5
deportista	3696	7.5
110	3694	7.49
sustancial	3694	7.49
canasta	3694	7.49
merecía	3693	7.49
Parte	3693	7.49
comando	3692	7.49
editores	3692	7.49
generosidad	3692	7.49
artesanos	3691	7.49
cristiano	3691	7.49
presentadas	3690	7.49
devolvió	3690	7.49
liderado	3690	7.49
Prevención	3686	7.48
recorrió	3686	7.48
formaba	3686	7.48
Josep	3686	7.48
químico	3685	7.48
controlada	3685	7.48
reunieron	3684	7.47
lecho	3684	7.47
ayudante	3683	7.47
múltiple	3683	7.47
compatriotas	3682	7.47
focos	3682	7.47
Ven	3681	7.47
explicaron	3681	7.47
Soledad	3680	7.47
africano	3679	7.46
harto	3679	7.46
preparan	3678	7.46
recogió	3678	7.46
arrancar	3678	7.46
fiscalía	3677	7.46
trágico	3676	7.46
nómina	3676	7.46
OEA	3675	7.46
sonreía	3674	7.45
esferas	3674	7.45
Pacto	3674	7.45
precoz	3672	7.45
84	3672	7.45
ave	3672	7.45
emitido	3671	7.45
rebelde	3670	7.45
artísticos	3670	7.45
atleta	3670	7.45
City	3670	7.45
elaborados	3670	7.45
molestias	3670	7.45
suizo	3669	7.44
Eugenio	3669	7.44
citados	3668	7.44
sindicales	3667	7.44
combinar	3665	7.44
formaban	3665	7.44
laterales	3664	7.43
marcos	3664	7.43
sustento	3663	7.43
colapso	3663	7.43
conocieron	3663	7.43
decadencia	3663	7.43
indiferente	3663	7.43
Ismael	3663	7.43
telas	3662	7.43
Estatal	3662	7.43
funcionaba	3662	7.43
ambulancia	3661	7.43
césped	3661	7.43
lomo	3661	7.43
ensalada	3660	7.42
resulte	3659	7.42
techos	3659	7.42
defenderse	3659	7.42
nacen	3659	7.42
Negro	3659	7.42
tenerlo	3658	7.42
enteras	3657	7.42
custodia	3656	7.42
empatía	3656	7.42
asma	3655	7.41
bailarines	3655	7.41
divina	3655	7.41
Económica	3655	7.41
haz	3655	7.41
eficientes	3654	7.41
esquinas	3653	7.41
obligatoria	3651	7.41
desconocimiento	3649	7.4
Islas	3649	7.4
Comunidades	3648	7.4
Lara	3648	7.4
obedece	3648	7.4
86	3647	7.4
cometidos	3647	7.4
democráticos	3647	7.4
consigna	3646	7.4
llora	3646	7.4
Mas	3646	7.4
monumentos	3646	7.4
anticuerpos	3645	7.39
compensar	3645	7.39
rencor	3644	7.39
accesorios	3644	7.39
vencido	3644	7.39
debiera	3643	7.39
formaron	3643	7.39
revertir	3642	7.39
dictamen	3642	7.39
surgieron	3641	7.39
bruto	3641	7.39
encierro	3640	7.38
pacífica	3640	7.38
químicas	3639	7.38
amaba	3639	7.38
asoma	3639	7.38
desarrollaron	3639	7.38
1964	3638	7.38
robots	3638	7.38
amistades	3638	7.38
muertas	3638	7.38
verle	3637	7.38
Centros	3637	7.38
jurídicas	3637	7.38
accionistas	3635	7.37
91	3634	7.37
decirles	3634	7.37
arquitectos	3633	7.37
cantaba	3633	7.37
detective	3633	7.37
emite	3633	7.37
foros	3633	7.37
Alan	3632	7.37
característico	3632	7.37
remesas	3631	7.37
Valparaíso	3631	7.37
puntas	3630	7.36
tomates	3630	7.36
Ver	3630	7.36
ganadería	3630	7.36
Introducción	3630	7.36
relevo	3629	7.36
latinos	3628	7.36
abanico	3627	7.36
concursos	3627	7.36
descentralización	3626	7.36
fuesen	3626	7.36
progresivamente	3625	7.35
radicalmente	3625	7.35
acabe	3625	7.35
sanos	3624	7.35
examinar	3624	7.35
fijos	3624	7.35
comido	3623	7.35
desesperada	3623	7.35
restricción	3622	7.35
enseñanzas	3622	7.35
matrícula	3622	7.35
japoneses	3621	7.35
recibida	3619	7.34
aparecían	3619	7.34
absurda	3618	7.34
sabés	3618	7.34
diccionario	3618	7.34
fundamentos	3618	7.34
Pasó	3618	7.34
grandeza	3617	7.34
preservación	3616	7.34
cucharadita	3616	7.34
tacto	3615	7.33
tonta	3615	7.33
micrófono	3615	7.33
deba	3614	7.33
desarrollarse	3614	7.33
preside	3613	7.33
Bob	3612	7.33
Peña	3611	7.33
sótano	3611	7.33
diputada	3611	7.33
suicida	3610	7.32
Sea	3608	7.32
sustentable	3608	7.32
taxista	3608	7.32
visitado	3608	7.32
Patricio	3608	7.32
feroz	3607	7.32
mítico	3607	7.32
sartén	3606	7.32
almohada	3606	7.32
Grand	3606	7.32
Mike	3606	7.32
Reglamento	3605	7.31
trabajadoras	3604	7.31
euforia	3604	7.31
corrido	3603	7.31
goma	3603	7.31
Julieta	3603	7.31
Octavio	3603	7.31
arreglo	3602	7.31
Apertura	3601	7.31
curiosos	3601	7.31
demora	3601	7.31
institucionalidad	3601	7.31
Amazon	3600	7.3
curvas	3600	7.3
describió	3600	7.3
faltas	3600	7.3
Habla	3600	7.3
Sentí	3599	7.3
legalmente	3599	7.3
pronunciar	3598	7.3
cotidianas	3598	7.3
mayoritariamente	3598	7.3
rechazado	3597	7.3
enterarse	3597	7.3
subieron	3594	7.29
matemático	3594	7.29
Rebeca	3593	7.29
tarifa	3593	7.29
bebe	3593	7.29
rotación	3592	7.29
inventar	3591	7.28
representó	3590	7.28
mueca	3590	7.28
ofrecieron	3590	7.28
seminario	3589	7.28
convencidos	3589	7.28
surgimiento	3587	7.28
zapatillas	3587	7.28
afectando	3585	7.27
Dime	3585	7.27
National	3585	7.27
suceden	3584	7.27
vivieron	3584	7.27
velada	3583	7.27
cumplan	3582	7.27
resoluciones	3581	7.26
consecutivos	3581	7.26
1966	3580	7.26
ángeles	3580	7.26
despierto	3580	7.26
acumula	3579	7.26
sencillos	3579	7.26
disparar	3579	7.26
comunitarios	3578	7.26
descartar	3578	7.26
enfrentó	3578	7.26
recompensa	3576	7.25
sabio	3575	7.25
fijó	3575	7.25
aumentos	3574	7.25
cerebrales	3574	7.25
hidrógeno	3574	7.25
apostar	3573	7.25
vernos	3573	7.25
legislativa	3573	7.25
mediática	3573	7.25
Vuelve	3571	7.24
ligada	3571	7.24
montado	3571	7.24
pastor	3571	7.24
predecir	3569	7.24
Camila	3569	7.24
haremos	3568	7.24
trasplante	3567	7.24
vocero	3567	7.24
fragmento	3567	7.24
genéticos	3566	7.23
amargo	3564	7.23
entrenadores	3564	7.23
inolvidable	3564	7.23
psicólogo	3563	7.23
gruesa	3563	7.23
mineros	3563	7.23
Estación	3562	7.23
segmentos	3561	7.22
tormentas	3561	7.22
serpiente	3560	7.22
autónomos	3560	7.22
marcan	3560	7.22
Prado	3559	7.22
cría	3559	7.22
criticó	3559	7.22
dolorosa	3559	7.22
racismo	3558	7.22
faltar	3558	7.22
palmas	3558	7.22
telescopio	3557	7.22
brasileños	3556	7.21
restante	3555	7.21
llego	3555	7.21
tuberculosis	3554	7.21
determinantes	3553	7.21
ambicioso	3552	7.21
Venga	3552	7.21
sub	3551	7.2
contratado	3551	7.2
firmes	3551	7.2
Tener	3550	7.2
marea	3550	7.2
reía	3549	7.2
escudo	3549	7.2
especialidades	3549	7.2
latín	3549	7.2
